금호2동,I20111,횟집,업종 음식 > 한식 > 횟집,분석영역,매출,"3,699","3,455","3,726","3,602","3,663","3,661","3,929","3,759","4,016","4,094","4,362","4,632","4,632"
금호2동,S20901,세탁소,업종 수리·개인 > 세탁 > 세탁소,분석영역,매출,448,437,517,562,553,523,474,398,377,538,562,508,412
금호2동,S20801,목욕탕/사우나,업종 수리·개인 > 욕탕·신체관리 > 목욕탕/사우나,분석영역,매출,0,0,0,0,0,0,0,0,0,0,"4,432","4,428","4,602"
금호2동,S20803,체형/비만 관리,업종 수리·개인 > 욕탕·신체관리 > 체형/비만 관리,분석영역,매출,260,265,210,244,269,256,275,273,258,321,269,279,282
금호2동,S20703,네일숍,업종 수리·개인 > 이용·미용 > 네일숍,분석영역,매출,238,267,272,283,276,304,194,189,169,179,160,162,163
금호2동,S20701,미용실,업종 수리·개인 > 이용·미용 > 미용실,분석영역,매출,769,758,764,700,659,631,618,634,700,650,639,642,638
금호2동,S20702,피부 관리실,업종 수리·개인 > 이용·미용 > 피부 관리실,분석영역,매출,326,298,387,307,395,389,434,386,328,314,380,307,319
금호2동,S20301,자동차 정비소,업종 수리·개인 > 자동차 수리·세차 > 자동차 정비소,분석영역,매출,"2,234","2,076","2,265","2,256","2,257","2,264","2,244","2,492","2,244","2,371","2,395","2,414","2,338"
금호2동,R10202,독서실/스터디 카페,업종 예술·스포츠 > 도서관·사적지 > 독서실/스터디 카페,분석영역,매출,334,319,327,402,316,316,327,296,313,313,263,330,374
금호2동,R10311,골프 연습장,업종 예술·스포츠 > 스포츠 서비스 > 골프 연습장,금호2동,매출,801,793,766,803,805,740,698,792,683,805,921,813,816
금호2동,R10314,기타 스포츠시설 운영업,업종 예술·스포츠 > 스포츠 서비스 > 기타 스포츠시설 운영업,분석영역,매출,0,0,0,0,552,717,"1,374",681,974,574,831,601,"1,077"
금호2동,R10310,당구장,업종 예술·스포츠 > 스포츠 서비스 > 당구장,분석영역,매출,161,172,170,156,166,163,174,162,163,170,171,162,181
금호2동,R10307,헬스장,업종 예술·스포츠 > 스포츠 서비스 > 헬스장,금호2동,매출,"1,031",778,765,791,850,"1,000",971,874,845,"1,136","1,249","1,387","1,163"
